id,state,year,age_group,gender,race,whether_mental_ill,armed,flee,body_camera_binary
663,GA,2015,30–44,male,W,no,yes,no,0
666,WI,2015,18–29,male,H,no,yes,no,0
667,OK,2015,18–29,male,B,no,yes,yes,0
669,PA,2015,18–29,male,B,no,yes,no,0
668,OH,2015,30–44,male,B,no,yes,no,0
670,MN,2015,30–44,male,W,yes,no,no,0
671,SC,2015,30–44,male,W,no,yes,no,0
672,WY,2015,45–59,male,W,no,no,no,0
673,CA,2015,30–44,female,W,yes,yes,no,0
674,CA,2015,30–44,male,W,no,no,no,0
675,NC,2015,30–44,male,W,no,yes,no,0
676,LA,2015,60+,male,W,yes,yes,yes,0
677,GA,2015,45–59,male,W,yes,yes,no,0
678,NV,2015,30–44,male,B,no,no,no,0
685,FL,2015,45–59,male,B,no,yes,no,0
679,LA,2015,30–44,male,B,no,yes,no,0
680,SC,2015,18–29,male,W,no,Unknown,yes,0
681,SC,2015,45–59,male,W,no,yes,no,0
682,LA,2015,45–59,male,W,yes,no,yes,0
683,CO,2015,18–29,male,W,no,yes,no,0
684,AR,2015,30–44,male,W,no,yes,no,0
686,NM,2015,30–44,male,H,no,yes,yes,0
687,UT,2015,45–59,male,W,yes,yes,no,0
688,NV,2015,45–59,male,W,no,yes,no,0
689,CA,2015,18–29,male,W,no,yes,yes,0
690,TX,2015,30–44,male,H,no,yes,no,0
691,CA,2015,45–59,male,H,no,yes,no,0
692,NM,2015,30–44,male,H,no,yes,no,1
693,NM,2015,30–44,male,W,no,yes,no,0
694,WV,2015,45–59,male,Unknown,no,yes,no,0
696,AZ,2015,18–29,male,H,no,yes,no,0
695,TX,2015,60+,male,W,yes,Unknown,no,0
697,CA,2015,45–59,male,B,no,yes,no,0
698,PA,2015,18–29,male,W,no,yes,yes,0
699,VA,2015,60+,male,W,no,yes,no,0
700,IN,2015,30–44,male,W,yes,no,no,0
701,CA,2015,45–59,male,H,yes,no,no,0
702,IL,2015,30–44,male,B,yes,yes,no,1
703,KY,2015,18–29,male,W,no,yes,no,0
704,WI,2015,45–59,male,W,yes,yes,no,0
705,HI,2015,30–44,male,B,no,yes,no,0
706,VA,2015,18–29,male,B,no,yes,yes,0
707,TN,2015,18–29,male,W,yes,yes,no,0
708,WA,2015,30–44,male,W,no,yes,no,0
710,KY,2015,30–44,male,H,no,yes,no,0
737,TX,2015,18–29,male,B,no,yes,yes,0
711,TX,2015,18–29,male,B,no,no,no,0
712,NV,2015,18–29,male,H,yes,yes,no,1
713,CA,2015,30–44,male,W,yes,no,no,0
718,MT,2015,45–59,male,W,no,Unknown,yes,0
720,NC,2015,18–29,male,B,no,yes,no,0
721,CA,2015,18–29,male,B,no,yes,no,0
716,TX,2015,30–44,male,B,no,yes,no,0
719,SC,2015,18–29,male,B,no,yes,yes,0
722,NC,2015,45–59,male,W,no,yes,no,0
723,WA,2015,45–59,male,W,no,yes,no,0
715,IN,2015,Under 18,male,B,no,Unknown,no,0
717,OK,2015,30–44,male,W,yes,yes,no,0
724,PA,2015,60+,male,Unknown,yes,no,no,0
727,CA,2015,18–29,male,H,no,yes,yes,0
725,AZ,2015,18–29,male,W,no,Unknown,no,0
728,ID,2015,30–44,male,W,no,yes,no,0
730,TX,2015,45–59,male,W,no,yes,no,0
729,TX,2015,18–29,male,W,no,yes,no,0
731,CA,2015,18–29,male,B,no,yes,yes,1
732,CA,2015,30–44,female,B,no,yes,no,0
733,CA,2015,18–29,male,H,no,yes,yes,0
735,OH,2015,18–29,male,B,no,yes,yes,0
736,NM,2015,45–59,male,W,no,yes,yes,0
738,NY,2015,30–44,male,B,no,yes,no,0
739,TX,2015,18–29,male,H,no,yes,no,0
740,MD,2015,30–44,male,B,yes,no,yes,0
750,CT,2015,45–59,male,W,no,yes,yes,0
741,IN,2015,30–44,male,W,no,no,no,0
742,CA,2015,18–29,male,B,no,yes,no,0
743,CA,2015,30–44,male,B,yes,yes,no,0
744,NV,2015,30–44,male,W,no,yes,no,0
745,CA,2015,18–29,male,H,no,yes,no,0
746,TX,2015,45–59,male,W,no,yes,no,0
748,TX,2015,30–44,male,B,no,yes,no,0
749,CA,2015,30–44,male,H,no,no,yes,0
751,MO,2015,18–29,male,B,no,yes,yes,0
752,MI,2015,18–29,male,B,no,yes,yes,0
753,WA,2015,18–29,male,W,yes,yes,yes,0
754,NC,2015,30–44,male,W,yes,yes,no,0
755,AL,2015,45–59,male,W,yes,no,no,0
756,CA,2015,Under 18,male,H,yes,yes,no,0
881,OH,2015,18–29,male,W,yes,yes,no,0
758,WA,2015,45–59,male,W,yes,yes,no,0
760,MD,2015,30–44,male,W,no,Unknown,yes,0
761,NC,2015,30–44,male,W,no,yes,no,0
762,MN,2015,30–44,male,W,no,yes,no,0
763,NY,2015,30–44,male,B,no,yes,yes,0
764,CA,2015,18–29,male,W,no,yes,no,0
765,KS,2015,18–29,male,W,no,Unknown,yes,0
766,VA,2015,60+,male,W,no,yes,no,0
767,NV,2015,45–59,male,W,no,yes,no,0
768,FL,2015,30–44,male,W,yes,yes,no,0
769,AL,2015,30–44,male,W,no,yes,yes,0
771,NJ,2015,18–29,male,W,no,no,no,0
772,NC,2015,45–59,male,B,no,yes,no,0
770,NM,2015,30–44,male,H,no,yes,yes,0
773,PA,2015,30–44,male,B,no,yes,no,0
774,FL,2015,45–59,male,W,no,yes,no,0
775,AZ,2015,45–59,male,W,no,yes,no,0
779,FL,2015,18–29,male,H,no,yes,no,0
776,TN,2015,18–29,male,W,yes,no,no,0
777,TN,2015,45–59,male,W,no,yes,yes,0
780,UT,2015,18–29,male,W,yes,yes,no,0
781,TX,2015,30–44,male,B,no,yes,no,0
782,CA,2015,30–44,male,B,no,yes,no,1
783,CA,2015,45–59,male,W,no,yes,no,1
784,CA,2015,18–29,male,H,no,yes,no,0
785,TX,2015,30–44,male,H,yes,no,no,0
786,UT,2015,18–29,male,W,yes,yes,no,1
788,NY,2015,60+,male,B,no,no,no,0
793,TX,2015,18–29,male,W,no,yes,no,0
787,NV,2015,18–29,male,B,no,yes,yes,0
789,TX,2015,30–44,male,W,no,yes,no,0
795,IL,2015,18–29,male,H,no,no,yes,0
790,OK,2015,18–29,male,W,no,yes,no,0
791,AZ,2015,30–44,male,H,no,yes,no,0
792,CO,2015,45–59,male,W,no,yes,yes,0
794,WV,2015,30–44,male,B,no,yes,yes,0
797,OH,2015,60+,male,W,no,yes,no,0
798,NM,2015,45–59,male,W,no,yes,no,0
799,AZ,2015,45–59,male,W,yes,yes,no,1
1409,CA,2015,30–44,male,H,yes,no,no,1
800,SD,2015,30–44,male,W,yes,yes,no,0
801,IN,2015,45–59,male,H,no,yes,no,0
802,CA,2015,18–29,male,W,no,yes,yes,0
803,TX,2015,30–44,male,W,no,yes,no,0
804,NH,2015,18–29,male,W,yes,yes,no,0
805,NC,2015,18–29,male,B,yes,no,no,0
806,CA,2015,30–44,male,H,yes,yes,no,1
807,VA,2015,30–44,male,B,no,yes,no,0
808,VA,2015,18–29,female,B,no,no,no,0
809,FL,2015,45–59,male,H,no,yes,yes,0
810,LA,2015,18–29,male,B,yes,yes,yes,0
811,NM,2015,45–59,male,W,no,yes,no,0
813,CA,2015,45–59,male,H,no,yes,yes,1
836,AK,2015,18–29,male,N,no,yes,no,0
812,WI,2015,18–29,male,W,no,yes,no,0
815,MO,2015,30–44,male,B,yes,yes,no,0
816,AK,2015,30–44,male,N,no,yes,yes,0
879,CA,2015,45–59,male,A,no,yes,no,0
817,NY,2015,30–44,male,A,no,yes,no,0
818,CA,2015,30–44,male,Unknown,yes,yes,no,0
819,IN,2015,18–29,male,B,no,yes,no,0
820,CA,2015,30–44,male,W,no,yes,yes,0
823,CA,2015,30–44,male,H,no,yes,yes,0
824,PA,2015,30–44,male,W,no,yes,no,0
831,CO,2015,30–44,male,W,no,yes,yes,0
822,AL,2015,18–29,male,W,no,no,yes,0
878,TN,2015,45–59,male,W,no,yes,no,0
821,IA,2015,30–44,male,W,yes,yes,no,0
825,OK,2015,60+,male,B,yes,yes,no,0
827,TX,2015,18–29,male,W,no,yes,yes,0
828,KY,2015,18–29,male,B,no,yes,yes,0
829,CA,2015,18–29,male,W,yes,no,no,0
830,LA,2015,18–29,male,B,no,yes,no,0
832,CA,2015,30–44,male,H,no,yes,no,1
833,FL,2015,45–59,male,H,yes,yes,yes,0
834,CA,2015,30–44,male,H,no,yes,no,0
837,LA,2015,18–29,male,B,no,yes,no,0
835,SD,2015,30–44,male,W,yes,yes,yes,0
838,MI,2015,45–59,male,W,no,yes,no,0
839,KY,2015,60+,male,W,no,yes,no,0
843,CA,2015,30–44,male,W,no,Unknown,yes,0
844,TN,2015,45–59,male,W,no,no,no,0
842,LA,2015,45–59,male,W,no,yes,yes,0
846,AL,2015,45–59,male,W,yes,yes,no,1
845,VA,2015,18–29,male,W,no,yes,no,1
847,IN,2015,45–59,male,W,no,yes,no,0
840,TX,2015,18–29,male,H,yes,yes,no,0
848,CA,2015,18–29,male,W,no,yes,no,0
849,CA,2015,18–29,female,W,no,yes,no,0
850,TX,2015,18–29,male,W,no,no,no,0
851,FL,2015,18–29,male,W,no,yes,no,0
852,FL,2015,30–44,male,H,no,yes,yes,0
853,CA,2015,30–44,male,B,no,yes,yes,0
854,FL,2015,30–44,male,W,yes,yes,no,0
855,CA,2015,45–59,male,W,yes,yes,no,0
856,NV,2015,18–29,male,Unknown,no,yes,no,0
857,UT,2015,45–59,male,H,no,yes,no,0
858,TX,2015,30–44,male,W,no,yes,no,0
859,MD,2015,18–29,male,B,no,no,yes,0
861,VA,2015,45–59,male,W,no,yes,no,0
862,DE,2015,18–29,male,B,yes,yes,no,0
860,FL,2015,30–44,male,H,no,yes,no,0
863,CO,2015,Under 18,male,W,no,yes,no,0
865,MN,2015,30–44,male,N,yes,yes,no,0
866,OH,2015,18–29,male,W,yes,no,yes,0
867,IL,2015,30–44,male,B,no,yes,no,0
868,AZ,2015,45–59,male,W,no,yes,no,0
869,LA,2015,45–59,male,B,no,yes,no,0
870,NM,2015,18–29,male,H,no,yes,no,0
871,CA,2015,30–44,female,H,yes,yes,no,1
874,GA,2015,30–44,male,W,no,yes,no,0
875,TX,2015,30–44,male,H,no,yes,no,0
872,FL,2015,30–44,male,B,no,no,yes,0
873,CA,2015,45–59,male,H,no,no,no,1
877,SD,2015,45–59,male,N,no,yes,no,0
880,MN,2015,30–44,male,W,no,no,no,0
876,WV,2015,18–29,male,B,no,yes,yes,0
888,AZ,2015,18–29,male,H,no,yes,yes,0
889,CA,2015,18–29,male,H,no,yes,no,0
890,OR,2015,45–59,female,W,yes,yes,no,0
892,TX,2015,18–29,male,W,no,no,no,0
886,CA,2015,45–59,male,W,no,yes,no,0
887,AL,2015,18–29,male,W,yes,yes,yes,0
891,IL,2015,30–44,male,B,no,yes,no,0
893,TX,2015,45–59,male,W,no,yes,yes,0
894,NJ,2015,45–59,male,W,no,yes,no,0
895,OH,2015,18–29,male,O,no,no,no,0
957,OK,2015,18–29,male,B,no,yes,no,0
896,CA,2015,30–44,male,W,yes,no,no,0
897,FL,2015,45–59,male,H,no,yes,no,0
898,MD,2015,18–29,male,B,no,yes,no,0
910,CA,2015,60+,female,W,no,yes,no,0
902,MA,2015,45–59,male,W,yes,Unknown,no,0
903,CT,2015,30–44,male,W,no,yes,no,0
904,CA,2015,30–44,male,W,yes,Unknown,yes,0
905,MI,2015,30–44,male,W,no,yes,no,0
906,IL,2015,30–44,male,H,no,yes,no,0
899,CA,2015,30–44,male,H,no,no,yes,0
900,LA,2015,30–44,male,A,no,yes,no,0
901,SC,2015,18–29,male,B,no,yes,no,0
907,TX,2015,30–44,male,H,no,yes,yes,0
908,OK,2015,30–44,male,B,no,yes,no,0
909,MS,2015,30–44,male,W,no,yes,no,0
912,GA,2015,18–29,male,W,no,yes,no,0
913,FL,2015,45–59,female,W,yes,yes,yes,0
914,CA,2015,18–29,male,H,no,Unknown,yes,0
915,CA,2015,45–59,male,Unknown,yes,yes,no,0
918,AL,2015,45–59,male,B,no,yes,no,0
916,FL,2015,Under 18,male,H,no,yes,yes,0
917,OH,2015,18–29,male,B,no,yes,no,0
919,NV,2015,45–59,female,W,yes,yes,yes,0
920,OH,2015,30–44,male,W,no,no,yes,0
921,WA,2015,30–44,male,W,no,yes,yes,0
922,CA,2015,18–29,male,H,no,yes,no,0
923,TX,2015,18–29,male,B,no,yes,no,0
924,CA,2015,18–29,male,H,no,no,no,0
926,GA,2015,45–59,male,Unknown,no,yes,no,0
927,MS,2015,30–44,male,B,no,no,yes,1
2868,TX,2015,18–29,male,W,yes,yes,no,0
929,CA,2015,18–29,male,H,no,no,no,0
930,PA,2015,18–29,male,B,yes,yes,no,0
931,FL,2015,30–44,male,B,no,yes,no,0
932,CA,2015,18–29,male,W,yes,yes,no,0
934,CA,2015,45–59,male,B,no,Unknown,no,0
935,KY,2015,30–44,male,W,no,no,no,0
936,CA,2015,30–44,male,B,no,no,no,0
937,NM,2015,30–44,male,H,no,yes,no,0
938,LA,2015,30–44,male,W,no,yes,no,0
939,IA,2015,18–29,male,W,no,yes,yes,0
940,CA,2015,30–44,male,H,no,yes,yes,0
941,CA,2015,18–29,male,H,yes,no,no,0
944,MI,2015,45–59,male,W,yes,yes,no,0
943,LA,2015,30–44,male,B,no,yes,no,0
945,CA,2015,30–44,male,B,no,yes,yes,0
946,KY,2015,45–59,male,W,no,no,no,0
947,CA,2015,30–44,male,H,no,yes,no,0
948,FL,2015,30–44,male,B,no,yes,no,1
950,CA,2015,30–44,male,B,no,yes,no,0
951,OH,2015,18–29,male,W,yes,yes,no,0
952,WI,2015,45–59,male,W,no,yes,no,0
953,AK,2015,45–59,male,W,no,yes,no,0
1283,NY,2015,60+,male,W,no,yes,no,0
949,GA,2015,30–44,male,W,no,yes,no,0
954,MD,2015,45–59,male,B,no,yes,no,0
955,DC,2015,18–29,female,B,no,yes,no,0
956,FL,2015,18–29,male,O,no,no,yes,0
960,GA,2015,18–29,male,B,no,yes,no,1
958,CA,2015,18–29,male,B,no,no,no,0
959,MS,2015,45–59,male,W,no,no,no,0
961,FL,2015,30–44,male,B,no,yes,no,0
962,OR,2015,30–44,male,W,no,yes,yes,0
964,OH,2015,18–29,male,B,no,yes,no,0
965,TN,2015,18–29,male,W,no,yes,no,0
2871,FL,2015,45–59,male,W,no,yes,no,0
966,KY,2015,60+,male,W,no,yes,yes,0
967,TX,2015,18–29,male,H,no,yes,yes,0
968,TX,2015,18–29,male,B,no,yes,yes,0
971,OK,2015,30–44,male,W,no,yes,yes,0
2867,TX,2015,18–29,male,B,no,yes,no,0
969,CO,2015,30–44,male,W,no,yes,no,0
970,AL,2015,45–59,male,B,no,yes,yes,0
972,MN,2015,45–59,male,W,no,yes,no,0
973,CA,2015,18–29,male,W,no,yes,no,0
974,ID,2015,60+,male,W,no,yes,no,1
975,DC,2015,60+,male,B,no,yes,yes,0
980,LA,2015,Under 18,male,W,no,no,yes,1
977,MO,2015,30–44,male,W,no,yes,yes,0
978,TX,2015,45–59,male,B,no,yes,yes,0
979,CA,2015,18–29,male,O,no,yes,yes,0
981,CA,2015,45–59,male,W,no,no,yes,1
983,WV,2015,45–59,male,W,no,yes,no,0
984,OK,2015,18–29,male,W,yes,yes,yes,0
985,MO,2015,30–44,male,W,no,yes,no,0
987,SC,2015,30–44,female,W,yes,yes,no,0
986,OR,2015,45–59,male,W,yes,yes,no,0
988,NV,2015,45–59,male,W,no,Unknown,yes,0
992,NC,2015,45–59,male,W,no,no,no,0
989,SC,2015,18–29,male,B,no,Unknown,yes,0
991,TX,2015,18–29,male,H,yes,yes,no,0
993,WV,2015,18–29,male,W,no,yes,no,0
994,CA,2015,45–59,male,H,no,yes,no,0
1001,CA,2015,30–44,male,H,no,yes,no,0
995,CA,2015,30–44,male,H,no,yes,no,0
996,CO,2015,30–44,male,H,no,yes,yes,0
1013,MT,2015,18–29,male,W,no,yes,no,0
1161,CO,2015,60+,male,W,yes,no,no,0
997,NM,2015,30–44,male,H,no,Unknown,yes,0
998,CA,2015,18–29,male,H,no,yes,no,0
999,SC,2015,45–59,male,W,no,yes,no,0
1000,MD,2015,30–44,male,B,no,yes,no,0
1002,CA,2015,30–44,male,B,no,yes,no,0
1005,TN,2015,45–59,male,W,no,no,no,0
1007,CA,2015,18–29,male,H,no,no,Unknown,0
1008,GA,2015,18–29,male,W,no,yes,yes,0
1006,CA,2015,30–44,male,H,no,yes,no,0
1003,CA,2015,30–44,male,B,no,no,no,0
1004,NC,2015,30–44,male,W,no,yes,no,0
1009,PA,2015,Under 18,male,B,no,yes,no,0
1012,MN,2015,18–29,male,B,no,no,no,0
1014,GA,2015,18–29,male,W,no,Unknown,yes,0
1228,TX,2015,18–29,male,W,no,Unknown,yes,0
1010,FL,2015,18–29,male,B,yes,yes,yes,0
1011,SC,2015,18–29,male,B,no,yes,no,0
1015,TX,2015,30–44,male,B,no,yes,yes,0
1016,GA,2015,45–59,male,W,no,no,no,0
1018,NJ,2015,45–59,male,W,yes,yes,no,0
1141,TX,2015,30–44,male,W,no,yes,yes,0
1017,FL,2015,18–29,male,B,no,yes,no,0
1019,MI,2015,30–44,male,B,no,yes,no,0
1020,FL,2015,30–44,male,B,no,yes,Unknown,0
1021,FL,2015,18–29,male,B,no,yes,no,0
1022,DC,2015,30–44,male,B,no,yes,no,0
1023,CA,2015,18–29,male,B,yes,no,no,0
1024,GA,2015,30–44,male,W,yes,yes,no,0
2870,CA,2015,45–59,male,Unknown,yes,yes,no,0
1026,OK,2015,18–29,male,W,no,no,yes,0
1025,CA,2015,45–59,male,W,yes,yes,no,0
1027,NV,2015,45–59,male,W,no,yes,no,0
1029,CO,2015,18–29,male,H,no,yes,no,0
1028,TX,2015,45–59,male,H,no,yes,no,1
1030,OH,2015,45–59,male,W,no,yes,no,0
1031,MN,2015,45–59,male,W,no,no,no,0
1032,NV,2015,30–44,male,W,yes,no,yes,1
1033,NJ,2015,18–29,male,H,no,yes,no,0
1034,MO,2015,18–29,male,W,no,yes,no,0
1035,AZ,2015,45–59,male,W,no,yes,no,0
1046,MO,2015,30–44,female,W,no,yes,no,0
1104,CA,2015,18–29,male,W,no,no,yes,1
1039,MO,2015,45–59,male,W,no,yes,no,0
1040,TX,2015,45–59,male,W,no,yes,no,0
1036,OH,2015,18–29,male,W,no,yes,no,0
1037,MO,2015,45–59,male,W,no,yes,no,0
1038,AZ,2015,60+,male,H,yes,yes,no,0
1041,CA,2015,18–29,male,H,no,yes,yes,0
1042,NE,2015,18–29,male,W,no,yes,Unknown,0
1043,CO,2015,18–29,male,A,no,Unknown,yes,0
1044,GA,2015,18–29,male,B,no,yes,yes,0
1227,TX,2015,30–44,male,H,no,no,no,0
1045,ME,2015,18–29,male,W,no,yes,yes,0
1047,CA,2015,18–29,male,H,no,yes,no,0
1049,CO,2015,30–44,male,H,no,yes,yes,0
1050,CA,2015,18–29,female,O,no,yes,yes,0
1051,CA,2015,18–29,male,O,no,yes,yes,0
1052,CA,2015,18–29,male,B,no,yes,no,0
1053,TX,2015,30–44,male,H,no,yes,no,0
1054,NM,2015,30–44,male,H,no,yes,no,0
1055,NE,2015,60+,male,W,no,yes,no,0
1056,AZ,2015,45–59,male,W,no,yes,no,0
1057,PA,2015,18–29,male,B,no,yes,no,0
1058,TX,2015,18–29,male,W,no,yes,yes,0
1059,FL,2015,45–59,male,W,no,yes,no,1
1060,WI,2015,60+,male,W,no,yes,no,0
1061,MO,2015,60+,female,W,yes,yes,no,0
1062,CA,2015,30–44,male,H,no,yes,no,0
1063,WA,2015,30–44,male,W,no,yes,yes,0
1064,OH,2015,45–59,male,B,yes,yes,no,0
1065,WY,2015,45–59,male,W,yes,yes,no,0
1067,NY,2015,30–44,male,B,no,no,yes,0
1068,OH,2015,30–44,male,B,no,yes,no,0
1069,KY,2015,60+,male,W,no,yes,no,0
1070,OK,2015,45–59,male,W,yes,yes,no,0
1071,IN,2015,30–44,male,W,no,yes,no,0
1072,SC,2015,45–59,male,B,no,yes,no,0
1073,CA,2015,45–59,male,W,no,yes,no,0
1075,AZ,2015,30–44,male,W,no,no,no,0
1076,IN,2015,18–29,male,B,yes,yes,no,0
1078,TN,2015,18–29,male,B,no,yes,no,0
1079,CA,2015,18–29,male,B,no,yes,no,0
1081,OK,2015,30–44,male,W,no,yes,no,0
1082,PA,2015,18–29,male,W,yes,yes,no,0
1083,CA,2015,45–59,male,H,no,yes,Unknown,0
1086,CO,2015,45–59,male,Unknown,no,yes,Unknown,0
1077,TX,2015,45–59,female,W,yes,yes,no,0
1080,TX,2015,18–29,male,W,yes,yes,no,0
1084,WA,2015,30–44,male,A,no,yes,no,0
1089,CO,2015,30–44,male,H,no,yes,no,0
1085,LA,2015,30–44,male,B,no,yes,no,1
1088,MD,2015,45–59,male,W,yes,yes,no,0
1090,TN,2015,45–59,male,W,no,no,no,0
1091,NV,2015,45–59,female,W,yes,yes,no,0
1092,CA,2015,30–44,male,A,no,yes,no,0
1093,CA,2015,18–29,male,H,no,no,no,1
1094,NV,2015,45–59,male,H,no,yes,no,0
1095,WV,2015,30–44,male,W,no,yes,no,0
1096,NC,2015,45–59,male,B,no,Unknown,yes,0
1097,CA,2015,18–29,male,W,yes,yes,no,0
1098,OH,2015,18–29,male,W,yes,yes,no,0
1099,CA,2015,18–29,male,W,no,yes,yes,0
1100,OH,2015,18–29,female,W,no,yes,yes,0
1101,TN,2015,30–44,male,W,no,Unknown,yes,0
1102,NM,2015,45–59,male,H,yes,no,no,0
1105,CA,2015,18–29,male,H,yes,no,no,0
1106,CA,2015,30–44,male,B,no,yes,no,0
1107,TX,2015,30–44,male,H,yes,yes,no,0
1108,CA,2015,30–44,male,H,no,yes,no,0
1109,GA,2015,45–59,male,B,no,yes,no,0
1111,PA,2015,18–29,male,W,yes,yes,no,0
1112,FL,2015,30–44,male,W,no,yes,no,0
1113,CO,2015,18–29,male,B,no,yes,no,0
1119,CA,2015,30–44,male,W,no,yes,no,0
1114,KY,2015,60+,male,Unknown,no,yes,no,1
1115,VT,2015,45–59,male,W,no,yes,no,1
1116,FL,2015,18–29,male,W,no,no,yes,0
1117,NM,2015,18–29,male,H,no,yes,yes,1
1118,MI,2015,30–44,male,B,yes,no,no,0
1120,LA,2015,30–44,male,W,no,Unknown,yes,0
1122,LA,2015,45–59,male,Unknown,yes,yes,no,0
1126,MI,2015,18–29,male,B,no,yes,no,0
1127,CA,2015,18–29,male,H,no,yes,no,0
2158,NC,2015,18–29,male,B,no,yes,no,0
1125,CA,2015,30–44,male,W,yes,yes,no,0
1121,AZ,2015,30–44,male,W,yes,yes,no,0
1123,IL,2015,45–59,female,B,no,no,Unknown,0
1124,IL,2015,18–29,male,B,yes,yes,no,0
1151,ID,2015,30–44,male,H,no,yes,no,1
1128,MS,2015,30–44,male,W,no,no,yes,0
1132,AZ,2015,30–44,male,W,yes,yes,no,1
1143,LA,2015,45–59,male,W,no,no,no,0
1131,VA,2015,18–29,male,W,no,no,no,1
1133,CA,2015,45–59,female,A,yes,yes,no,0
1134,CA,2015,30–44,male,A,no,yes,no,0
1135,CA,2015,45–59,male,H,no,yes,no,1
1136,WY,2015,30–44,male,W,no,no,Unknown,0
1137,NV,2015,18–29,male,B,no,no,no,1
1139,CA,2016,30–44,male,W,no,yes,no,1
1138,MT,2016,30–44,male,W,no,yes,no,0
1195,TX,2016,45–59,male,W,no,yes,yes,0
1198,SD,2016,30–44,male,W,no,yes,no,0
1140,NC,2016,30–44,male,B,no,yes,no,0
1142,LA,2016,18–29,male,B,no,yes,no,0
1144,OK,2016,18–29,male,B,no,yes,yes,1
1145,WA,2016,18–29,male,W,no,Unknown,yes,0
1146,TN,2016,30–44,male,W,no,yes,yes,0
1147,NC,2016,30–44,male,B,no,yes,no,0
1148,CA,2016,45–59,male,W,yes,yes,no,0
1149,CA,2016,18–29,male,H,no,yes,yes,0
1160,PA,2016,45–59,male,W,yes,yes,no,0
1150,IL,2016,30–44,male,W,yes,no,yes,0
1153,NM,2016,30–44,male,H,yes,yes,no,0
1154,KY,2016,30–44,male,W,no,yes,no,0
1157,WI,2016,18–29,male,W,no,yes,no,0
1158,GA,2016,45–59,male,W,yes,yes,no,0
1156,WA,2016,30–44,male,W,yes,yes,no,0
1159,MD,2016,45–59,female,W,yes,no,no,0
1162,CA,2016,45–59,male,W,no,Unknown,yes,0
1163,OH,2016,45–59,male,W,yes,no,yes,0
1164,CO,2016,30–44,male,W,no,yes,no,0
1165,PA,2016,Under 18,female,W,no,no,no,0
1166,AK,2016,45–59,male,N,yes,yes,no,0
1167,VA,2016,45–59,male,W,yes,yes,no,0
1183,TN,2016,18–29,male,W,no,yes,yes,1
1197,WA,2016,60+,male,W,yes,yes,no,0
1168,IL,2016,30–44,male,W,yes,yes,no,0
1169,CA,2016,30–44,male,H,no,yes,no,0
1180,WV,2016,18–29,male,W,no,yes,no,0
1196,MI,2016,18–29,male,B,no,yes,no,0
1172,CA,2016,30–44,male,H,no,no,yes,0
1173,TX,2016,18–29,male,W,no,yes,yes,0
1176,OR,2016,30–44,male,W,no,no,no,0
1177,CA,2016,18–29,female,W,no,no,yes,0
1179,WV,2016,45–59,male,W,no,Unknown,yes,0
1181,FL,2016,18–29,male,B,no,yes,yes,0
1170,MO,2016,45–59,male,B,no,yes,no,0
1171,CA,2016,18–29,male,H,no,yes,no,0
1174,AL,2016,30–44,male,W,no,yes,no,0
1175,UT,2016,30–44,male,W,no,yes,yes,1
1188,AZ,2016,18–29,male,W,no,no,no,1
1178,AZ,2016,30–44,male,W,yes,yes,no,0
1182,FL,2016,18–29,male,W,no,no,no,0
1184,OR,2016,18–29,male,W,no,yes,yes,0
1186,AZ,2016,30–44,male,W,yes,yes,no,0
1189,CA,2016,18–29,male,W,yes,yes,no,1
1185,TX,2016,30–44,male,W,no,yes,yes,0
1187,NC,2016,45–59,male,W,yes,yes,no,0
1190,GA,2016,18–29,male,W,yes,yes,no,0
1191,LA,2016,30–44,male,B,no,yes,no,0
1194,AL,2016,30–44,male,W,no,yes,yes,1
1202,TX,2016,30–44,male,W,no,yes,yes,0
1201,OK,2016,30–44,male,B,yes,yes,yes,0
1200,AL,2016,30–44,male,W,no,no,no,1
1199,NV,2016,30–44,male,H,yes,yes,no,0
1203,OR,2016,45–59,male,W,no,yes,no,0
1204,AR,2016,45–59,male,W,no,yes,no,0
1205,TN,2016,30–44,male,B,no,yes,yes,1
1206,NM,2016,30–44,male,H,no,yes,no,0
1207,SC,2016,18–29,male,W,no,yes,no,0
1208,TN,2016,30–44,male,A,yes,no,no,0
1209,MI,2016,30–44,female,B,yes,yes,yes,0
1210,TX,2016,30–44,male,W,no,yes,yes,0
1212,GA,2016,18–29,male,H,no,yes,yes,0
1213,WA,2016,30–44,female,N,no,yes,no,0
1214,NE,2016,30–44,male,W,yes,yes,yes,0
1215,OR,2016,18–29,male,B,yes,yes,no,0
1216,MA,2016,30–44,male,B,no,yes,yes,0
1218,TX,2016,18–29,male,B,no,yes,no,0
1226,AL,2016,30–44,female,W,no,yes,yes,0
1221,IL,2016,18–29,male,B,no,yes,no,0
1222,CO,2016,30–44,male,H,no,yes,no,0
1224,GA,2016,60+,male,H,yes,yes,no,0
1230,MO,2016,30–44,male,W,no,yes,yes,0
1220,PA,2016,30–44,male,B,yes,yes,no,0
1223,FL,2016,45–59,male,H,no,yes,no,0
1225,TX,2016,18–29,male,W,no,no,no,0
1229,CA,2016,60+,male,Unknown,yes,yes,no,0
1288,CA,2016,30–44,male,W,no,yes,yes,0
1219,DC,2016,30–44,male,B,no,no,yes,0
1232,NM,2016,18–29,male,H,yes,yes,yes,1
1231,CA,2016,30–44,male,W,yes,yes,no,0
1233,OK,2016,45–59,male,W,no,yes,no,0
